Reserve,Reserve count (values),Genus_Species,Family,Genus,Species,ssp./var. designation,ssp./var. name,Division,Reserve count (formula),Synonym,Common Name,"Uncertainties in species ID, noted in original flora",Native/Exotic,Habitat (approx),Bloom Time (approx),,,,,,
Sedgewick,2,Satureja mimuloides,Lamiaceae,Satureja,mimuloides,,,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Saxifraga aprica,Saxifragaceae,Saxifraga,aprica,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Saxifraga bryophorba,Saxifragaceae,Saxifraga,bryophorba,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,2,,,,,,,,,,,,
Landells-Hill Big Creek,3,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,3,,California Saxifrage ,,,,,,,,,,
McLaughlin,4,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,4,,,,,,,,,,,,
Quail Ridge,5,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,5,,California saxifrage   ,,,,,,,,,,
Stebbins Cold Canyon,6,Saxifraga californica,Saxifragaceae,Saxifraga,californica,,,Angiosperm,6,,California saxifrage,,,"Moist, shady sites",February-June,,,,,,
Jepson Prairie,1,Saxifraga integrifolia,Saxifragaceae,Saxifraga,integrifolia,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Saxifraga mertensiana,Saxifragaceae,Saxifraga,mertensiana,,,,1,,,,,,,,,,,,
Angelo Coast Range,1,Saxifraga nidifica,Saxifragaceae,Saxifraga,nidifica,var.,nidifica,,1,,,,,,,,,,,,
Chickering American River,2,Saxifraga nidifica,Saxifragaceae,Saxifraga,nidifica,,,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Saxifraga odontoloma,Saxifragaceae,Saxifraga,odontoloma,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,1,Saxifraga oregana,Saxifragaceae,Saxifraga,oregana,,,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Scandix pecten-veneris,Apiaceae,Scandix,pecten-veneris,,,Angiosperm,1,,Shepard's needle,,introduced,,,,,,,,
McLaughlin,2,Scandix pecten-veneris,Apiaceae,Scandix,pecten-veneris,,,Angiosperm,2,,,,,,,,,,,,
Quail Ridge,3,Scandix pecten-veneris,Apiaceae,Scandix,pecten-veneris,,,Angiosperm,3,,Shepherd’s Needle   ,,,,,,,,,,
Blue Oak Ranch,1,Scandix pectin-veneris,Apiaceae,Scandix,pectin-veneris,,,Angiosperm,1,,,,,,,,,,,,
Landells-Hill Big Creek,1,Schinus molle,Anacardiaceae  ,Schinus,molle,,,Angiosperm,1,,Peruvian Pepper Tree ,,,,,,,,,,
Motte Rimrock,2,Schinus molle,Anacardiaceae,Schinus,molle,,,Angiosperm,2,,Peruvian Pepper Tree,,,,,,,,,,
Sedgewick,3,Schinus molle,Anacardiaceae,Schinus,molle,,,Angiosperm,3,,,,,,,,,,,,
San Joaquin Freshwater Marsh,1,Schinus terebinthifolius,Anacardiaceae,Schinus,terebinthifolius,,,Angiosperm,1,,,,,,,,,,,,
Scripps Coastal,2,Schinus terebinthifolius,Anacardiaceae,Schinus,terebinthifolius,,,Angiosperm,2,,,,,,,,,,,,
Jepson Prairie,1,Schismus arabicus,Poaceae,Schismus,arabicus,,,Angiosperm,1,,,,,,,,,,,,
Sedgewick,2,Schismus arabicus,Poaceae,Schismus,arabicus,,,Angiosperm,2,,,,,,,,,,,,
Boyd Deep Canyon,1,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,1,,,,,,,,,,,,
Burns Pinon Ridge,2,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,2,,,,,,,,,,,,
Elliot Chaparral,3,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,3,,,,,,,,,,,,
Hastings,4,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,4,,,,,,,,,,,,
Motte Rimrock,5,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,5,,Schismus Grass ,,,,,,,,,,
San Joaquin Freshwater Marsh,6,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,6,,,,,,,,,,,,
Sedgewick,7,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,7,,,,,,,,,,,,
Sweeney Granite Mountains ,8,Schismus barbatus,Poaceae,Schismus,barbatus,,,Angiosperm,8,,Mediterranean grass,,,,,,,,,,
Boyd Deep Canyon,1,Schoenoplectus americanus,Cyperaceae,Schoenoplectus,americanus,,,Angiosperm,1,Scirpus olneyi ,,,,,,,,,,,
San Joaquin Freshwater Marsh,2,Schoenoplectus americanus,Cyperaceae,Schoenoplectus,americanus,,,Angiosperm,2,Scirpus a.  ,,,,,,,,,,,
San Joaquin Freshwater Marsh,1,Schoenoplectus californicus,Cyperaceae,Schoenoplectus,californicus,,,Angiosperm,1,Scirpus c.  ,,,,,,,,,,,
San Joaquin Freshwater Marsh,1,Schoenoplectus robustus,Cyperaceae,Schoenoplectus,robustus,,,Angiosperm,1,Scirpus r.  ,,,,,,,,,,,
Dawson Los Monos Canyon,1,Schoenoplectus tabernaemontani,Cyperaceae,Schoenoplectus,tabernaemontani,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Scirpus acutus,Cyperaceae,Scirpus,acutus,var.,occidentalis,Angiosperm,1,,,,,,,,,,,,
Bodega,2,Scirpus acutus,Cyperaceae,Scirpus,acutus,var.,occidentalis,Angiosperm,2,,Common tule,,native,,,,,,,,
Jepson Prairie,3,Scirpus acutus,Cyperaceae,Scirpus,acutus,var.,occidentalis,Angiosperm,3,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,4,Scirpus acutus,Cyperaceae,Scirpus,acutus,,,Angiosperm,4,,,,,,,,,,,,
Carpinteria Salt Marsh,1,Scirpus americanus,Cyperaceae,Scirpus,americanus,,,Angiosperms,1,,Winged Three-square    ,,,,,,,,,,
Jepson Prairie,2,Scirpus americanus,Cyperaceae,Scirpus,americanus,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Scirpus americanus,Cyperaceae,Scirpus,americanus,,,Angiosperm,3,,,,,,,,,,,,
Younger Lagoon,4,Scirpus americanus,Cyperaceae,Scirpus,americanus,,,Angiosperm,4,, Square Sedge ,,,,,,,,,,
Bodega,1,Scirpus californicus,Cyperaceae,Scirpus,californicus,,,Angiosperm,1,,California tule,,native,,,,,,,,
Carpinteria Salt Marsh,2,Scirpus californicus,Cyperaceae,Scirpus,californicus,,,Angiosperms,2,,California Bulrush    ,,,,,,,,,,
Coal Oil Point,3,Scirpus californicus,Cyperaceae,Scirpus,californicus,,,Angiosperm,3,,California Bulrush,,,,,,,,,,
Younger Lagoon,4,Scirpus californicus,Cyperaceae,Scirpus,californicus,,,Angiosperm,4,,Bulrush   ,,,,,,,,,,
Bodega,1,Scirpus cernuus,Cyperaceae,Scirpus,cernuus,,,Angiosperm,1,,Pincushion sedge,,native,,,,,,,,
Hastings,2,Scirpus cernuus,Cyperaceae,Scirpus,cernuus,,,Angiosperm,2,,,,,,,,,,,,
Jepson Prairie,3,Scirpus cernuus,Cyperaceae,Scirpus,cernuus,,,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,4,Scirpus cernuus,Cyperaceae,Scirpus,cernuus,,,Angiosperm,4,,Low Club-Rush ,,,,,,,,,,
Younger Lagoon,5,Scirpus cernuus,Cyperaceae,Scirpus,cernuus,var.,californicus,Angiosperm,5,,Low Club Rush ,,,,,,,,,,
Chickering American River,1,Scirpus criniger,Cyperaceae,Scirpus,criniger,,,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Scirpus koilolepis,Cyperaceae,Scirpus,koilolepis,,,Angiosperm,1,,,,native,,,,,,,,
Carpinteria Salt Marsh,1,Scirpus maritimus,Cyperaceae,Scirpus,maritimus,,,Angiosperms,1,,Prairie Bulrush    ,,,,,,,,,,
Coal Oil Point,2,Scirpus maritimus,Cyperaceae,Scirpus,maritimus,,,Angiosperm,2,,Prairie Bulrush,,,,,,,,,,
Jepson Prairie,3,Scirpus maritimus,Cyperaceae,Scirpus,maritimus,,,Angiosperm,3,,,,,,,,,,,,
Angelo Coast Range,1,Scirpus microcarpus,Cyperaceae,Scirpus,microcarpus,,,,1,,,,,,,,,,,,
Bodega,2,Scirpus microcarpus,Cyperaceae,Scirpus,microcarpus,,,Angiosperm,2,,Panicled bulrush,,native,,,,,,,,
Carpinteria Salt Marsh,3,Scirpus microcarpus,Cyperaceae,Scirpus,microcarpus,,,Angiosperms,3,,Small-fruited Bulrush    ,,,,,,,,,,
Hastings,4,Scirpus microcarpus,Cyperaceae,Scirpus,microcarpus,,,Angiosperm,4,,,,,,,,,,,,
Bodega,1,Scirpus pungens,Cyperaceae,Scirpus,pungens,,,Angiosperm,1,,Three-square,,native,,,,,,,,
Carpinteria Salt Marsh,2,Scirpus pungens,Cyperaceae,Scirpus,pungens,,,Angiosperms,2,,Three-square     ,,,,,,,,,,
Coal Oil Point,3,Scirpus pungens,Cyperaceae,Scirpus,pungens,,,Angiosperm,3,,Common threesqaure,,,,,,,,,,
Sweeney Granite Mountains ,4,Scirpus pungens,Cyperaceae,Scirpus,pungens,,,Angiosperm,4,,common threesquare,,,,,,,,,,
Bodega,1,Scirpus robustus,Cyperaceae,Scirpus,robustus,,,Angiosperm,1,,,,native,,,,,,,,
Coal Oil Point,2,Scirpus robustus,Cyperaceae  ,Scirpus,robustus,,,Angiosperm,2,,,,,,,,,,,,
Younger Lagoon,3,Scirpus robustus,Cyperaceae  ,Scirpus,robustus,,,Angiosperm,3,,Prairie Bulrush  ,,,,,,,,,,
Coal Oil Point,1,Scirpus sp.,Cyperaceae,Scirpus,sp.,,,Angiosperm,1,,,,,,,,,,,,
Dawson Los Monos Canyon,2,Scirpus sp.,Cyperaceae,Scirpus,sp.,,,Angiosperm,2,,,,,,,,,,,,
Angelo Coast Range,1,Scoliopus bigelovii,Liliaceae,Scoliopus,bigelovii,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Scribneria bolanderi,Poaceae,Scribneria,bolanderi,,,Angiosperm,1,,,,,,,,,,,,
Coal Oil Point,1,Scrophularia atrata,Scrophulariaceae  ,Scrophularia,atrata,,,Angiosperm,1,,Lompoc figwort,,,,,,,,,,
Angelo Coast Range,1,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,californica,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,Floribunda,Angiosperm,2,,,,,,,,,,,,
Bodega,3,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,3,,Bee plant,,native,,,,,,,,
Boyd Deep Canyon,4,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,californica,Angiosperm,4,,,,,,,,,,,,
Carpinteria Salt Marsh,5,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,californica,Angiosperms,5,,California Figwort    ,,,,,,,,,,
Chickering American River,6,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,floribunda,Angiosperm,6,,,,,,,,,,,,
Coal Oil Point,7,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,floribunda,Angiosperm,7,,Bee Plant/California Figwort,,,,,,,,,,
Dawson Los Monos Canyon,8,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,8,,,,,,,,,,,,
Dawson Los Monos Canyon,9,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,floribunda,Angiosperm,9,,,,,,,,,,,,
Elliot Chaparral,10,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,10,,,,,,,,,,,,
Fort Ord,11,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,ssp.,Californica,Angiosperm,11,,Bee plant,,,,,,,,,,
Hastings,12,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,12,,,,,,,,,,,,
James San Jacinto Mountains,13,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,floribunda,Angiosperm,13,,,,,,,,,,,,
Landells-Hill Big Creek,14,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,14,,California Bee Plant,,,,,,,,,,
McLaughlin,15,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,15,,,,,,,,,,,,
Quail Ridge,16,Scrophularia californica,Saxifragaceae,Scrophularia,californica,,,Angiosperm,16,,California figwort   ,,,,,,,,,,
Kenneth S Norris Rancho Marino,17,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,17,,Figwort,,,,,,,,,,
Stebbins Cold Canyon,18,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,18,,California figwort,,,"Common in + damp areas, chaparral",February-July,,,,,,
Younger Lagoon,19,Scrophularia californica,Scrophulariaceae  ,Scrophularia,californica,,,Angiosperm,19,,Bee Plant  ,,,,,,,,,,
Angelo Coast Range,1,Scutellaria californica,Lamiaceae,Scutellaria,californica,,,,1,,,,,,,,,,,,
Chickering American River,2,Scutellaria californica,Lamiaceae,Scutellaria,californica,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Scutellaria californica,Lamiaceae,Scutellaria,californica,,,Angiosperm,3,,,,,,,,,,,,
Quail Ridge,4,Scutellaria californica,Lamiaceae,Scutellaria,californica,,,Angiosperm,4,,California Skullcap   ,,,,,,,,,,
Boyd Deep Canyon,1,Scutellaria siphocampyloides,Lamiaceae,Scutellaria,siphocampyloides,,,Angiosperm,1,S. austinae,,,,,,,,,,,
James San Jacinto Mountains,2,Scutellaria siphocampyloides,Lamiaceae,Scutellaria,siphocampyloides,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Scutellaria siphocampyloides,Lamiaceae,Scutellaria,siphocampyloides,,,Angiosperm,3,,,,,,,,,,,,
Angelo Coast Range,1,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,2,,,,,,,,,,,,
Elliot Chaparral,3,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,3,,,,,,,,,,,,
Hastings,4,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,4,,,,,,,,,,,,
Landells-Hill Big Creek,5,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,5,,Dannie`S Skullcap ,,,,,,,,,,
McLaughlin,6,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,6,,,,,,,,,,,,
Quail Ridge,7,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,7,,Skullcap    ,,,,,,,,,,
Stebbins Cold Canyon,8,Scutellaria tuberosa,Lamiaceae,Scutellaria,tuberosa,,,Angiosperm,8,,Tuberous skullcap,,,"Chaparral, oak woodland, common after fires",March-July,,,,,,
Chickering American River,1,Sedum lanceolatum,Crassulaceae,Sedum,lanceolatum,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Sedum niveum,Crassulaceae,Sedum,niveum,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Sedum obtusatum,Crassulaceae,Sedum,obtusatum,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Sedum radiatum,Crassulaceae,Sedum,radiatum,,,,1,,,,,,,,,,,,
Chickering American River,1,Sedum rosea,Crassulaceae,Sedum,rosea,,integrifolium,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Sedum spathulifolium,Crassulaceae,Sedum,spathulifolium,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Sedum spathulifolium,Crassulaceae,Sedum,spathulifolium,,,Angiosperm,2,,,,,,,,,,,,
Landells-Hill Big Creek,3,Sedum spathulifolium,Crassulaceae,Sedum,spathulifolium,,,Angiosperm,3,,Pacific Stonecrop ,,,,,,,,,,
James San Jacinto Mountains,1,Selaginella asprella,Selaginellaceae,Selaginella,asprella,,,Ferns & Allies,1,,,,,,,,,,,,
Blue Oak Ranch,1,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,1,,,,,,,,,,,,
Burns Pinon Ridge,2,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,2,,,,,,,,,,,,
Dawson Los Monos Canyon,3,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,3,,,,,,,,,,,,
Elliot Chaparral,4,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,4,,,,,,,,,,,,
Hastings,5,Selaginella bigelovii,Seleginellaceae,Selaginella,bigelovii,,,Ferns & Allies,5,,,,,,,,,,,,
Landells-Hill Big Creek,6,Selaginella bigelovii,Selaginaceae  ,Selaginella,bigelovii,,,Ferns & Allies,6,,Bushy Selaginella ,,,,,,,,,,
Motte Rimrock,7,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,7,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,8,Selaginella bigelovii,Selaginellaceae,Selaginella,bigelovii,,,Ferns & Allies,8,,,,,,,,,,,,
Dawson Los Monos Canyon,1,Selaginella cinerascens,Selaginellaceae,Selaginella,cinerascens,,,Ferns & Allies,1,,,,,,,,,,,,
Scripps Coastal,2,Selaginella cinerascens,Selaginellaceae,Selaginella,cinerascens,,,Ferns & Allies,2,,,,,,,,,,,,
Angelo Coast Range,1,Selaginella wallacei,Selaginellaceae,Selaginella,wallacei,,,,1,,,,,,,,,,,,
Chickering American River,1,Selaginella watsonii,Seleginellaceae,Selaginella,watsonii,,,Ferns & Allies,1,,,,,,,,,,,,
Blue Oak Ranch,1,Senecio breweri,Asteraceae,Senecio,breweri,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Senecio breweri,Asteraceae,Senecio,breweri,,,Angiosperm,2,,,,,,,,,,,,
Elliot Chaparral,1,Senecio californicus,Asteraceae,Senecio,californicus,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Senecio clevelandii,Asteraceae,Senecio,clevelandii,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Senecio cymbalarioides,Asteraceae,Senecio,cymbalarioides,,,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Senecio elegans,Asteraceae,Senecio,elegans,,,Angiosperm,1,,Purple ragwort,,introduced,,,,,,,,
McLaughlin,1,Senecio eurycephalus,Asteraceae,Senecio,eurycephalus,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,douglasii,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,2,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,monoensis,Angiosperm,2,S. douglasii var. m. ,,,,,,,,,,,
Burns Pinon Ridge,3,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,monoensis,Angiosperm,3,,,,,,,,,,,,
Burns Pinon Ridge,4,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,douglasii,Angiosperm,4,,,,,,,,,,,,
Elliot Chaparral,5,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,douglasii,Angiosperm,5,,,,,,,,,,,,
Sedgewick,6,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,douglasii,Angiosperm,6,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,7,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,douglasii,Angiosperm,7,Senecio douglasii var. douglasii,,,,,,,,,,,
Sweeney Granite Mountains ,8,Senecio flaccidus,Asteraceae,Senecio,flaccidus,var.,monoensis,Angiosperm,8,S. douglasii,shrubby butterweed,,,,,,,,,,
McLaughlin,1,Senecio greenei,Asteraceae,Senecio,greenei,,,Angiosperm,1,,,,,,,,,,,,
SNARL,1,Senecio hydrophilus,Asteraceae,Senecio,hydrophilus,,,Angiosperm,1,,,,,see SNARL list (original),,,,,,,
Valentine,2,Senecio hydrophilus,Asteraceae,Senecio,hydrophilus,,,Angiosperm,2,,,,,Meadow Vegetation,,,,,,,
Chickering American River,1,Senecio integerrimus,Asteraceae,Senecio,integerrimus,,major,Angiosperm,1,,,,,,,,,,,,
Valentine,2,Senecio integerrimus,Asteraceae,Senecio,integerrimus,var.,exaltatus,Angiosperm,2,,,,,Sierran Upper Montane Forest,,,,,,,
Kenneth S Norris Rancho Marino,1,Senecio mikanioides,Asteraceae,Senecio,mikanioides,,,Angiosperm,1,,German ivy,,,,,,,,,,
Sweeney Granite Mountains ,1,Senecio multilobatus,Asteraceae,Senecio,multilobatus,,,Angiosperm,1,,basin butterweed,,,,,,,,,,
Angelo Coast Range,1,Senecio sylvaticus,Asteraceae,Senecio,sylvaticus,,,,1,,,,,,,,,,,,
Bodega,2,Senecio sylvaticus,Asteraceae,Senecio,sylvaticus,,,Angiosperm,2,,,,introduced,,,,,,,,
Valentine,1,Senecio triangularis,Asteraceae,Senecio,triangularis,,,Angiosperm,1,,,,,Seep and Spring Vegetation,,,,,,,
Chickering American River,1,Senecio tringularis,Asteraceae,Senecio,tringularis,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,1,,,,,,,,,,,,
Bodega,2,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,2,,Common groundsel,,introduced,,,,,,,,
Carpinteria Salt Marsh,3,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperms,3,,Common Groundsel    ,,,,,,,,,,
Elliot Chaparral,4,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,4,,,,,,,,,,,,
Fort Ord,5,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,5,,Common groundsel,,Exotic,,,,,,,,
Hastings,6,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,6,,,,,,,,,,,,
Jepson Prairie,7,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,7,,,,,,,,,,,,
Landells-Hill Big Creek,8,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,8,,Common Groundsel ,,,,,,,,,,
McLaughlin,9,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,9,,,,,,,,,,,,
Quail Ridge,10,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,10,,Annual groundsel   ,,,,,,,,,,
San Joaquin Freshwater Marsh,11,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,11,   ,,,,,,,,,,,
Scripps Coastal,12,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,12,,,,,,,,,,,,
Stebbins Cold Canyon,13,Senecio vulgaris,Asteraceae,Senecio,vulgaris,,,Angiosperm,13,,Annual groundsel,,Native to Europe,Disturbed sites,Flowers in most months,,,,,,
Blue Oak Ranch,1,Senicio aronicoides,Asteraceae,Senicio,aronicoides,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,1,Senna armata,Fabaceae,Senna,armata,,,Angiosperm,1,Cassia armata,spiny senna,,,,,,,,,,
Boyd Deep Canyon,1,Senna covesii,Fabaceae,Senna,covesii,,,Angiosperm,1,Cassia c.,,,,,,,,,,,
Angelo Coast Range,1,Sequoia sempervirens,Taxodiaceae  ,Sequoia,sempervirens,,,,1,,,,,,,,,,,,
Landells-Hill Big Creek,2,Sequoia sempervirens,Taxodiaceae  ,Sequoia,sempervirens,,,Gymnosperm,2,,Coast Redwood ,,,,,,,,,,
Jepson Prairie,1,Sesuvium verrucosum,Aizoaceae,Sesuvium,verrucosum,,,Angiosperm,1,,,,,,,,,,,,
Kendall-Frost Mission Bay Marsh,2,Sesuvium verrucosum,Aizoaceae,Sesuvium,verrucosum,,,Angiosperm,2,,,,,,,,,,,,
San Joaquin Freshwater Marsh,3,Sesuvium verrucosum,Aizoaceae,Sesuvium,verrucosum,,,Angiosperm,3,,,,,,,,,,,,
Carpinteria Salt Marsh,1,Setaria gracilis,Poaceae,Setaria,gracilis,,,Angiosperms,1,,Foxtail     ,,,,,,,,,,
Scripps Coastal,1,Setaria parviflora,Poaceae,Setaria,parviflora,,,Angiosperm,1,,,,,,,,,,,,
Carpinteria Salt Marsh,1,Setaria pumila,Poaceae,Setaria,pumila,,,Angiosperms,1,,Yellow Foxtail    ,,,,,,,,,,
Jepson Prairie,2,Setaria pumila,Poaceae,Setaria,pumila,,,Angiosperm,2,,,,,,,,,,,,
Jepson Prairie,1,Setaria sphacelata,Poaceae,Setaria,sphacelata,,,Angiosperm,1,,,,,,,,,,,,
San Joaquin Freshwater Marsh,1,Setaria verticillata,Poaceae,Setaria,verticillata,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Setaria viridis,Poaceae,Setaria,viridis,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Sherardia arvensis,Rubiaceae,Sherardia,arvensis,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Sherardia arvensis,Rubiaceae,Sherardia,arvensis,,,Angiosperm,2,,,,,,,,,,,,
Santa Cruz Island,1,Sibara filifolia,Brassicaceae,Sibara,filifolia,,,Angiosperm,1,,Santa Cruz Island Rock Cress,,Endemic,,,,,,,,
Chickering American River,1,Sibbaldia procumbens,Rosaceae,Sibbaldia,procumbens,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Sidalcea diploscypha,Malvaceae,Sidalcea,diploscypha,,,Angiosperm,1,,,,,,,,,,,,
Quail Ridge,2,Sidalcea diploscypha,Malvaceae,Sidalcea,diploscypha,,,Angiosperm,2,,Fringed sidalcea   ,,,,,,,,,,
Stebbins Cold Canyon,3,Sidalcea diploscypha,Malvaceae,Sidalcea,diploscypha,,,Angiosperm,3,,Fringed sidalcea,,,"Grassland, open woodland",April-June,,,,,,
Chickering American River,1,Sidalcea glaucescens,Malvaceae,Sidalcea,glaucescens,,,Angiosperm,1,,,,,,,,,,,,
Jepson Prairie,1,Sidalcea hirsuta,Malvaceae,Sidalcea,hirsuta,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Sidalcea malvaeflora,Malvaceae,Sidalcea,malvaeflora,ssp.,malvaeflora,Angiosperm,1,,,,,,,,,,,,
Jepson Prairie,2,Sidalcea malvaeflora,Malvaceae,Sidalcea,malvaeflora,ssp.,laciniata,Angiosperm,2,,,,,,,,,,,,
Sedgewick,3,Sidalcea malvaeflora,Malvaceae,Sidalcea,malvaeflora,,,Angiosperm,3,,,,,,,,,,,,
Younger Lagoon,4,Sidalcea malvaeflora,Malvaceae,Sidalcea,malvaeflora,,,Angiosperm,4,,Checkerbloom   ,,,,,,,,,,
Dawson Los Monos Canyon,1,Sidalcea malviflora,Malvaceae,Sidalcea,malviflora,ssp.,sparsifolia,Angiosperm,1,,,,,,,,,,,,
Elliot Chaparral,2,Sidalcea malviflora,Malvaceae,Sidalcea,malviflora,ssp.,sparsifolia,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Sidalcea oregana,Malvaceae,Sidalcea,oregana,,spicata,Angiosperm,1,,,,,,,,,,,,
